日付,時間帯,商品カテゴリ,売上
2021-03-08,16:00:00,イベント,400
2021-03-08,16:00:00,カフェ,1600
2021-03-08,17:00:00,イベント,1000
2021-03-08,17:00:00,カフェ,4000
2021-03-08,17:00:00,入場料,10500
2021-03-08,18:00:00,入場料,0
2021-03-09,10:00:00,入場料,100
2021-03-09,11:00:00,イベント,400
2021-03-09,11:00:00,カフェ,1600
2021-03-09,11:00:00,入場料,3500
2021-03-09,11:00:00,物販,600
2021-03-09,12:00:00,イベント,400
2021-03-09,12:00:00,カフェ,1600
2021-03-09,12:00:00,入場料,1200
2021-03-09,12:00:00,物販,600
2021-03-09,13:00:00,イベント,400
2021-03-09,13:00:00,カフェ,1600
2021-03-09,13:00:00,入場料,1800
2021-03-09,14:00:00,イベント,1000
2021-03-09,14:00:00,カフェ,4000
2021-03-09,14:00:00,入場料,4800
2021-03-09,14:00:00,茶道,25000
2021-03-09,15:00:00,イベント,400
2021-03-09,15:00:00,カフェ,1600
2021-03-09,15:00:00,入場料,2500
2021-03-09,16:00:00,カフェ,0
2021-03-09,16:00:00,入場料,1200
2021-03-09,17:00:00,イベント,2600
2021-03-09,17:00:00,カフェ,10400
2021-03-09,17:00:00,入場料,14500
2021-03-09,17:00:00,物販,600
2021-03-10,09:00:00,入場料,1700
2021-03-10,10:00:00,イベント,400
2021-03-10,10:00:00,カフェ,1600
2021-03-10,10:00:00,入場料,1600
2021-03-10,10:00:00,物販,600
2021-03-10,11:00:00,カフェ,0
2021-03-10,12:00:00,イベント,600
2021-03-10,12:00:00,カフェ,2400
2021-03-10,12:00:00,入場料,4600
2021-03-10,13:00:00,イベント,2200
2021-03-10,13:00:00,カフェ,8800
2021-03-10,13:00:00,入場料,1100
2021-03-10,14:00:00,イベント,400
2021-03-10,14:00:00,カフェ,1600
2021-03-10,14:00:00,入場料,2000
2021-03-10,15:00:00,カフェ,0
2021-03-10,15:00:00,入場料,2400
2021-03-10,16:00:00,イベント,1600
2021-03-10,16:00:00,カフェ,6400
2021-03-10,16:00:00,入場料,14400
2021-03-10,19:00:00,入場料,17400
2021-03-11,09:00:00,入場料,0
2021-03-11,10:00:00,入場料,1200
2021-03-11,11:00:00,イベント,200
2021-03-11,11:00:00,カフェ,800
2021-03-11,11:00:00,入場料,6200
2021-03-11,12:00:00,イベント,200
2021-03-11,12:00:00,カフェ,800
2021-03-11,12:00:00,入場料,600
2021-03-11,13:00:00,イベント,600
2021-03-11,13:00:00,カフェ,2400
2021-03-11,13:00:00,入場料,3000
2021-03-11,14:00:00,入場料,100
2021-03-11,15:00:00,イベント,800
2021-03-11,15:00:00,カフェ,3200
2021-03-11,15:00:00,入場料,6000
2021-03-11,16:00:00,イベント,1200
2021-03-11,16:00:00,カフェ,4800
2021-03-11,16:00:00,入場料,19900
2021-03-12,10:00:00,カフェ,0
2021-03-12,10:00:00,物販,1600
2021-03-12,11:00:00,カフェ,0
2021-03-12,12:00:00,入場料,600
2021-03-12,13:00:00,イベント,800
2021-03-12,13:00:00,カフェ,3200
2021-03-12,13:00:00,入場料,2400
2021-03-12,14:00:00,イベント,200
2021-03-12,14:00:00,カフェ,800
2021-03-12,14:00:00,入場料,2400
2021-03-12,16:00:00,物販,300
2021-03-12,17:00:00,イベント,800
2021-03-12,17:00:00,カフェ,3200
2021-03-12,17:00:00,入場料,4900
2021-03-13,09:00:00,イベント,200
2021-03-13,09:00:00,カフェ,800
2021-03-13,09:00:00,入場料,8800
2021-03-13,10:00:00,カフェ,0
2021-03-13,10:00:00,入場料,3000
2021-03-13,11:00:00,イベント,1000
2021-03-13,11:00:00,カフェ,4000
2021-03-13,11:00:00,入場料,2400
2021-03-13,12:00:00,イベント,400
2021-03-13,12:00:00,カフェ,1600
2021-03-13,12:00:00,入場料,1200
2021-03-13,12:00:00,物販,300
2021-03-13,13:00:00,イベント,400
2021-03-13,13:00:00,カフェ,1600
2021-03-13,13:00:00,入場料,2400
2021-03-13,14:00:00,イベント,800
2021-03-13,14:00:00,カフェ,3200
2021-03-13,14:00:00,入場料,2400
2021-03-13,15:00:00,イベント,1000
2021-03-13,15:00:00,カフェ,4000
2021-03-13,15:00:00,入場料,3600
2021-03-13,16:00:00,イベント,28800
2021-03-13,16:00:00,カフェ,12800
2021-03-13,16:00:00,入場料,31200
2021-03-14,09:00:00,入場料,600
2021-03-14,10:00:00,イベント,1200
2021-03-14,10:00:00,カフェ,4800
2021-03-14,10:00:00,入場料,7200
2021-03-14,11:00:00,カフェ,0
2021-03-14,11:00:00,入場料,1800
2021-03-14,12:00:00,イベント,400
2021-03-14,12:00:00,カフェ,1600
2021-03-14,12:00:00,入場料,4200
2021-03-14,13:00:00,イベント,800
2021-03-14,13:00:00,カフェ,3200
2021-03-14,13:00:00,入場料,200
2021-03-14,14:00:00,イベント,400
2021-03-14,14:00:00,カフェ,1600
2021-03-14,14:00:00,入場料,8900
2021-03-14,14:00:00,物販,900
2021-03-14,15:00:00,カフェ,0
2021-03-14,15:00:00,入場料,4300
2021-03-14,15:00:00,物販,2320
2021-03-14,16:00:00,イベント,3400
2021-03-14,16:00:00,カフェ,13600
2021-03-14,16:00:00,入場料,25200
2021-03-14,16:00:00,物販,1200
2021-03-14,17:00:00,イベント,5400
2021-03-14,17:00:00,入場料,7600
2021-03-15,09:00:00,入場料,1200
2021-03-15,10:00:00,イベント,200
2021-03-15,10:00:00,カフェ,800
2021-03-15,10:00:00,入場料,1800
2021-03-15,10:00:00,物販,600
2021-03-15,11:00:00,イベント,1000
2021-03-15,11:00:00,カフェ,4000
2021-03-15,11:00:00,入場料,7200
2021-03-15,11:00:00,物販,480
2021-03-15,12:00:00,カフェ,0
2021-03-15,12:00:00,入場料,1200
2021-03-15,13:00:00,入場料,3100
2021-03-15,14:00:00,イベント,400
2021-03-15,14:00:00,カフェ,1600
2021-03-15,14:00:00,入場料,2400
2021-03-15,15:00:00,カフェ,0
2021-03-15,15:00:00,入場料,4200
2021-03-15,16:00:00,イベント,1200
2021-03-15,16:00:00,カフェ,4800
2021-03-15,16:00:00,入場料,10400
2021-03-16,10:00:00,カフェ,0
2021-03-16,10:00:00,入場料,1300
2021-03-16,11:00:00,イベント,400
2021-03-16,11:00:00,カフェ,1600
2021-03-16,11:00:00,入場料,1800
2021-03-16,12:00:00,イベント,400
2021-03-16,12:00:00,カフェ,1600
2021-03-16,12:00:00,入場料,2200
2021-03-16,12:00:00,物販,900
2021-03-16,14:00:00,イベント,400
2021-03-16,14:00:00,カフェ,1600
2021-03-16,14:00:00,入場料,5400
2021-03-16,15:00:00,イベント,600
2021-03-16,15:00:00,カフェ,2400
2021-03-16,15:00:00,入場料,2400
2021-03-16,16:00:00,イベント,600
2021-03-16,16:00:00,カフェ,2400
2021-03-16,16:00:00,入場料,1800
2021-03-16,16:00:00,物販,600
2021-03-16,17:00:00,イベント,1600
2021-03-16,17:00:00,カフェ,6400
2021-03-16,17:00:00,入場料,8600
2021-03-17,09:00:00,イベント,400
2021-03-17,09:00:00,カフェ,1600
2021-03-17,09:00:00,入場料,1800
2021-03-17,10:00:00,入場料,1200
2021-03-17,10:00:00,物販,1800
2021-03-17,11:00:00,入場料,600
2021-03-17,12:00:00,イベント,400
2021-03-17,12:00:00,カフェ,1600
2021-03-17,12:00:00,入場料,5400
2021-03-17,13:00:00,イベント,400
2021-03-17,13:00:00,カフェ,1600
2021-03-17,13:00:00,入場料,1200
2021-03-17,13:00:00,物販,900
2021-03-17,14:00:00,イベント,400
2021-03-17,14:00:00,カフェ,1600
2021-03-17,14:00:00,入場料,1200
2021-03-17,15:00:00,イベント,200
2021-03-17,15:00:00,カフェ,800
2021-03-17,15:00:00,入場料,1800
2021-03-17,15:00:00,物販,240
2021-03-17,16:00:00,イベント,1400
2021-03-17,16:00:00,カフェ,5600
2021-03-17,16:00:00,入場料,9200
2021-03-17,17:00:00,イベント,2600
2021-03-17,17:00:00,カフェ,10400
2021-03-17,17:00:00,入場料,15800
2021-03-17,17:00:00,物販,900
2021-03-17,18:00:00,入場料,5600
2021-03-18,09:00:00,入場料,600
2021-03-18,10:00:00,入場料,600
2021-03-18,11:00:00,入場料,3600
2021-03-18,13:00:00,イベント,400
2021-03-18,13:00:00,カフェ,1600
2021-03-18,13:00:00,入場料,1200
2021-03-18,14:00:00,イベント,1200
2021-03-18,14:00:00,カフェ,4800
2021-03-18,14:00:00,入場料,6600
2021-03-18,15:00:00,イベント,800
2021-03-18,15:00:00,カフェ,3200
2021-03-18,15:00:00,入場料,4800
2021-03-18,16:00:00,イベント,1000
2021-03-18,16:00:00,カフェ,4000
2021-03-18,16:00:00,入場料,15200
2021-03-18,16:00:00,物販,600
2021-03-18,18:00:00,イベント,1200
2021-03-18,18:00:00,カフェ,4800
2021-03-19,09:00:00,入場料,1200
2021-03-19,10:00:00,イベント,400
2021-03-19,10:00:00,カフェ,1600
2021-03-19,10:00:00,入場料,6000
2021-03-19,11:00:00,イベント,200
2021-03-19,11:00:00,カフェ,800
2021-03-19,11:00:00,物販,1000
2021-03-19,12:00:00,イベント,1000
2021-03-19,12:00:00,カフェ,4000
2021-03-19,12:00:00,入場料,4800
2021-03-19,13:00:00,カフェ,0
2021-03-19,13:00:00,入場料,1800
2021-03-19,14:00:00,イベント,200
2021-03-19,14:00:00,カフェ,800
2021-03-19,14:00:00,入場料,1800
2021-03-19,15:00:00,イベント,800
2021-03-19,15:00:00,カフェ,3200
2021-03-19,15:00:00,入場料,4400
2021-03-19,16:00:00,カフェ,0
2021-03-19,16:00:00,入場料,1800
2021-03-19,16:00:00,物販,1000
2021-03-19,17:00:00,イベント,1600
2021-03-19,17:00:00,カフェ,6400
2021-03-19,17:00:00,入場料,10500
2021-03-20,09:00:00,イベント,200
2021-03-20,09:00:00,カフェ,800
2021-03-20,09:00:00,入場料,2400
2021-03-20,10:00:00,イベント,1800
2021-03-20,10:00:00,カフェ,7200
2021-03-20,10:00:00,入場料,5400
2021-03-20,11:00:00,イベント,800
2021-03-20,11:00:00,カフェ,3200
2021-03-20,11:00:00,入場料,4200
2021-03-20,11:00:00,物販,600
2021-03-20,12:00:00,イベント,400
2021-03-20,12:00:00,カフェ,1600
2021-03-20,12:00:00,入場料,1200
2021-03-20,13:00:00,イベント,1800
2021-03-20,13:00:00,カフェ,7200
2021-03-20,13:00:00,入場料,6000
2021-03-20,13:00:00,物販,600
2021-03-20,14:00:00,イベント,1000
2021-03-20,14:00:00,カフェ,4000
2021-03-20,14:00:00,入場料,9700
2021-03-20,15:00:00,イベント,400
2021-03-20,15:00:00,カフェ,1600
2021-03-20,15:00:00,入場料,4600
2021-03-20,15:00:00,物販,600
2021-03-20,16:00:00,カフェ,0
2021-03-20,16:00:00,入場料,2400
2021-03-20,17:00:00,イベント,10400
2021-03-20,17:00:00,カフェ,41600
2021-03-20,17:00:00,入場料,28900
2021-03-21,09:00:00,カフェ,0
2021-03-21,10:00:00,イベント,1200
2021-03-21,10:00:00,カフェ,4800
2021-03-21,10:00:00,入場料,4200
2021-03-21,11:00:00,イベント,800
2021-03-21,11:00:00,カフェ,3200
2021-03-21,11:00:00,入場料,3000
2021-03-21,12:00:00,イベント,400
2021-03-21,12:00:00,カフェ,1600
2021-03-21,12:00:00,入場料,3000
2021-03-21,13:00:00,イベント,1000
2021-03-21,13:00:00,カフェ,4000
2021-03-21,13:00:00,入場料,3000
2021-03-21,13:00:00,物販,1800
2021-03-21,14:00:00,イベント,1000
2021-03-21,14:00:00,カフェ,4000
2021-03-21,14:00:00,入場料,3600
2021-03-21,15:00:00,カフェ,0
2021-03-21,15:00:00,入場料,600
2021-03-21,16:00:00,イベント,3000
2021-03-21,16:00:00,カフェ,12000
2021-03-21,16:00:00,入場料,20700
2021-03-21,17:00:00,イベント,8100
2021-03-21,17:00:00,入場料,1800
2021-03-21,18:00:00,入場料,7400
2021-03-22,09:00:00,入場料,600
2021-03-22,10:00:00,イベント,1000
2021-03-22,10:00:00,カフェ,4000
2021-03-22,10:00:00,入場料,2500
2021-03-22,11:00:00,入場料,1200
2021-03-22,12:00:00,イベント,600
2021-03-22,12:00:00,カフェ,2400
2021-03-22,12:00:00,入場料,3600
2021-03-22,13:00:00,入場料,5400
2021-03-22,14:00:00,カフェ,0
2021-03-22,14:00:00,入場料,1200
2021-03-22,15:00:00,イベント,400
2021-03-22,15:00:00,カフェ,1600
2021-03-22,15:00:00,入場料,1800
2021-03-22,16:00:00,入場料,1200
2021-03-22,17:00:00,イベント,800
2021-03-22,17:00:00,カフェ,3200
2021-03-22,17:00:00,入場料,6700
2021-03-23,09:00:00,イベント,200
2021-03-23,09:00:00,カフェ,800
2021-03-23,09:00:00,入場料,1400
2021-03-23,10:00:00,イベント,400
2021-03-23,10:00:00,カフェ,1600
2021-03-23,10:00:00,入場料,3000
2021-03-23,11:00:00,カフェ,0
2021-03-23,12:00:00,イベント,800
2021-03-23,12:00:00,カフェ,3200
2021-03-23,12:00:00,入場料,5300
2021-03-23,13:00:00,イベント,200
2021-03-23,13:00:00,カフェ,800
2021-03-23,13:00:00,入場料,1200
2021-03-23,14:00:00,カフェ,0
2021-03-23,14:00:00,入場料,2400
2021-03-23,14:00:00,物販,600
2021-03-23,15:00:00,イベント,600
2021-03-23,15:00:00,カフェ,2400
2021-03-23,15:00:00,入場料,2900
2021-03-23,16:00:00,入場料,1800
2021-03-23,17:00:00,イベント,1800
2021-03-23,17:00:00,カフェ,7200
2021-03-23,17:00:00,入場料,12100
2021-03-24,09:00:00,入場料,2300
2021-03-24,10:00:00,カフェ,0
2021-03-24,10:00:00,入場料,2400
2021-03-24,10:00:00,物販,600
2021-03-24,11:00:00,イベント,200
2021-03-24,11:00:00,カフェ,800
2021-03-24,11:00:00,入場料,2000
2021-03-24,12:00:00,イベント,400
2021-03-24,12:00:00,カフェ,1600
2021-03-24,12:00:00,入場料,4800
2021-03-24,13:00:00,イベント,1000
2021-03-24,13:00:00,カフェ,4000
2021-03-24,13:00:00,入場料,4200
2021-03-24,13:00:00,物販,300
2021-03-24,14:00:00,カフェ,0
2021-03-24,14:00:00,入場料,8500
2021-03-24,14:00:00,物販,1890
2021-03-24,15:00:00,イベント,2000
2021-03-24,15:00:00,カフェ,8000
2021-03-24,15:00:00,入場料,10200
2021-03-24,16:00:00,イベント,400
2021-03-24,16:00:00,カフェ,1600
2021-03-24,16:00:00,入場料,1200
2021-03-24,17:00:00,イベント,3200
2021-03-24,17:00:00,カフェ,12800
2021-03-24,17:00:00,入場料,23700
2021-03-24,18:00:00,イベント,200
2021-03-24,18:00:00,カフェ,800
2021-03-24,18:00:00,物販,300
2021-03-25,09:00:00,カフェ,0
2021-03-25,10:00:00,イベント,800
2021-03-25,10:00:00,カフェ,3200
2021-03-25,10:00:00,入場料,4800
2021-03-25,11:00:00,カフェ,0
2021-03-25,11:00:00,入場料,1200
2021-03-25,12:00:00,入場料,1200
2021-03-25,13:00:00,イベント,400
2021-03-25,13:00:00,カフェ,1600
2021-03-25,13:00:00,入場料,1300
2021-03-25,14:00:00,イベント,1200
2021-03-25,14:00:00,カフェ,4800
2021-03-25,14:00:00,入場料,6000
2021-03-25,15:00:00,イベント,1800
2021-03-25,15:00:00,カフェ,7200
2021-03-25,15:00:00,入場料,4200
2021-03-25,16:00:00,イベント,3200
2021-03-25,16:00:00,カフェ,12800
2021-03-25,16:00:00,入場料,25800
2021-03-26,09:00:00,入場料,3000
2021-03-26,10:00:00,イベント,800
2021-03-26,10:00:00,カフェ,3200
2021-03-26,10:00:00,入場料,7200
2021-03-26,11:00:00,イベント,600
2021-03-26,11:00:00,カフェ,2400
2021-03-26,11:00:00,入場料,5300
2021-03-26,12:00:00,イベント,600
2021-03-26,12:00:00,カフェ,2400
2021-03-26,12:00:00,入場料,12600
2021-03-26,13:00:00,イベント,600
2021-03-26,13:00:00,カフェ,2400
2021-03-26,13:00:00,入場料,2400
2021-03-26,14:00:00,イベント,200
2021-03-26,14:00:00,カフェ,800
2021-03-26,14:00:00,入場料,4800
2021-03-26,15:00:00,イベント,2600
2021-03-26,15:00:00,カフェ,10400
2021-03-26,15:00:00,入場料,5600
2021-03-26,16:00:00,イベント,800
2021-03-26,16:00:00,カフェ,3000
2021-03-26,16:00:00,入場料,3000
2021-03-26,17:00:00,イベント,4400
2021-03-26,17:00:00,カフェ,17600
2021-03-26,17:00:00,入場料,28400
2021-03-27,08:00:00,入場料,1200
2021-03-27,09:00:00,イベント,200
2021-03-27,09:00:00,カフェ,800
2021-03-27,09:00:00,入場料,1800
2021-03-27,10:00:00,イベント,400
2021-03-27,10:00:00,カフェ,1600
2021-03-27,10:00:00,入場料,4200
2021-03-27,11:00:00,イベント,1000
2021-03-27,11:00:00,カフェ,4000
2021-03-27,11:00:00,入場料,3600
2021-03-27,12:00:00,イベント,1000
2021-03-27,12:00:00,カフェ,4000
2021-03-27,12:00:00,入場料,10200
2021-03-27,13:00:00,イベント,400
2021-03-27,13:00:00,カフェ,1600
2021-03-27,13:00:00,入場料,4200
2021-03-27,14:00:00,イベント,3200
2021-03-27,14:00:00,カフェ,12800
2021-03-27,14:00:00,入場料,12000
2021-03-27,15:00:00,イベント,2200
2021-03-27,15:00:00,カフェ,8800
2021-03-27,15:00:00,入場料,9000
2021-03-27,16:00:00,イベント,1800
2021-03-27,16:00:00,カフェ,7200
2021-03-27,16:00:00,入場料,5200
2021-03-27,17:00:00,イベント,6000
2021-03-27,17:00:00,カフェ,24000
2021-03-27,17:00:00,入場料,36200
2021-03-27,17:00:00,物販,2400
2021-03-28,09:00:00,イベント,1200
2021-03-28,09:00:00,カフェ,4800
2021-03-28,09:00:00,入場料,4200
2021-03-28,10:00:00,イベント,1000
2021-03-28,10:00:00,カフェ,4000
2021-03-28,10:00:00,入場料,8400
2021-03-28,11:00:00,イベント,1200
2021-03-28,11:00:00,カフェ,4800
2021-03-28,11:00:00,入場料,4600
2021-03-28,12:00:00,イベント,2400
2021-03-28,12:00:00,カフェ,9600
2021-03-28,12:00:00,入場料,4800
2021-03-28,13:00:00,イベント,1400
2021-03-28,13:00:00,カフェ,5600
2021-03-28,13:00:00,入場料,4800
2021-03-28,14:00:00,イベント,1600
2021-03-28,14:00:00,カフェ,6400
2021-03-28,14:00:00,入場料,8400
2021-03-28,15:00:00,イベント,1600
2021-03-28,15:00:00,カフェ,6400
2021-03-28,15:00:00,入場料,3000
2021-03-28,15:00:00,物販,600
2021-03-28,16:00:00,イベント,600
2021-03-28,16:00:00,カフェ,2400
2021-03-28,16:00:00,入場料,3000
2021-03-28,17:00:00,イベント,6200
2021-03-28,17:00:00,カフェ,24800
2021-03-28,17:00:00,入場料,23400
2021-03-28,17:00:00,物販,1400
2021-03-29,09:00:00,イベント,1000
2021-03-29,09:00:00,カフェ,4000
2021-03-29,09:00:00,入場料,6000
2021-03-29,10:00:00,イベント,1600
2021-03-29,10:00:00,カフェ,6400
2021-03-29,10:00:00,入場料,10200
2021-03-29,11:00:00,イベント,1000
2021-03-29,11:00:00,カフェ,4000
2021-03-29,11:00:00,入場料,4800
2021-03-29,11:00:00,物販,600
2021-03-29,12:00:00,イベント,400
2021-03-29,12:00:00,カフェ,1600
2021-03-29,12:00:00,入場料,2900
2021-03-29,13:00:00,イベント,400
2021-03-29,13:00:00,カフェ,1600
2021-03-29,13:00:00,入場料,13300
2021-03-29,14:00:00,イベント,600
2021-03-29,14:00:00,カフェ,2400
2021-03-29,14:00:00,入場料,5400
2021-03-29,15:00:00,イベント,400
2021-03-29,15:00:00,カフェ,1600
2021-03-29,15:00:00,入場料,4800
2021-03-29,15:00:00,物販,600
2021-03-29,16:00:00,イベント,3600
2021-03-29,16:00:00,カフェ,14400
2021-03-29,16:00:00,入場料,28500
2021-03-29,17:00:00,イベント,600
2021-03-29,17:00:00,カフェ,2400
2021-03-29,17:00:00,入場料,3600
2021-03-30,09:00:00,入場料,6400
2021-03-30,10:00:00,カフェ,0
2021-03-30,10:00:00,入場料,6500
2021-03-30,11:00:00,イベント,1400
2021-03-30,11:00:00,カフェ,5600
2021-03-30,11:00:00,入場料,9600
2021-03-30,12:00:00,入場料,3000
2021-03-30,12:00:00,物販,600
2021-03-30,13:00:00,イベント,600
2021-03-30,13:00:00,カフェ,2400
2021-03-30,13:00:00,入場料,2300
2021-03-30,14:00:00,イベント,400
2021-03-30,14:00:00,カフェ,1600
2021-03-30,14:00:00,入場料,4800
2021-03-30,15:00:00,イベント,1200
2021-03-30,15:00:00,カフェ,4800
2021-03-30,15:00:00,入場料,4800
2021-03-30,16:00:00,イベント,2600
2021-03-30,16:00:00,カフェ,10400
2021-03-30,16:00:00,入場料,28200
2021-03-30,17:00:00,入場料,0
2021-03-30,17:00:00,物販,1200
2021-03-31,09:00:00,イベント,800
2021-03-31,09:00:00,カフェ,3200
2021-03-31,09:00:00,入場料,2400
2021-03-31,10:00:00,イベント,400
2021-03-31,10:00:00,カフェ,1600
2021-03-31,10:00:00,入場料,3600
2021-03-31,11:00:00,イベント,1200
2021-03-31,11:00:00,カフェ,4000
2021-03-31,11:00:00,入場料,6600
2021-03-31,12:00:00,イベント,1600
2021-03-31,12:00:00,カフェ,8000
2021-03-31,12:00:00,入場料,4900
2021-03-31,13:00:00,イベント,2000
2021-03-31,13:00:00,カフェ,8000
2021-03-31,13:00:00,入場料,22200
2021-03-31,13:00:00,撮影料,30000
2021-03-31,14:00:00,イベント,400
2021-03-31,14:00:00,カフェ,1600
2021-03-31,14:00:00,入場料,8200
2021-03-31,15:00:00,イベント,1200
2021-03-31,15:00:00,カフェ,4800
2021-03-31,15:00:00,入場料,6600
2021-03-31,16:00:00,イベント,28000
2021-03-31,16:00:00,カフェ,3200
2021-03-31,16:00:00,入場料,5400
2021-03-31,17:00:00,イベント,1400
2021-03-31,17:00:00,カフェ,4800
2021-03-31,17:00:00,入場料,10200
2021-04-01,09:00:00,入場料,0
2021-04-01,10:00:00,イベント,200
2021-04-01,10:00:00,カフェ,800
2021-04-01,10:00:00,入場料,2500
2021-04-01,11:00:00,イベント,800
2021-04-01,11:00:00,カフェ,3200
2021-04-01,11:00:00,入場料,7200
2021-04-01,11:00:00,物販,600
2021-04-01,12:00:00,イベント,200
2021-04-01,12:00:00,カフェ,800
2021-04-01,12:00:00,入場料,1800
2021-04-01,13:00:00,イベント,200
2021-04-01,13:00:00,カフェ,800
2021-04-01,13:00:00,入場料,9600
2021-04-01,14:00:00,イベント,800
2021-04-01,14:00:00,カフェ,3200
2021-04-01,14:00:00,入場料,2400
2021-04-01,15:00:00,イベント,2400
2021-04-01,15:00:00,カフェ,9600
2021-04-01,15:00:00,入場料,12000
2021-04-01,16:00:00,イベント,400
2021-04-01,16:00:00,カフェ,1600
2021-04-01,16:00:00,入場料,1200
2021-04-01,17:00:00,イベント,4400
2021-04-01,17:00:00,カフェ,17600
2021-04-01,17:00:00,入場料,12100
2021-04-02,09:00:00,入場料,3000
2021-04-02,10:00:00,イベント,800
2021-04-02,10:00:00,カフェ,3200
2021-04-02,10:00:00,入場料,4800
2021-04-02,11:00:00,カフェ,0
2021-04-02,11:00:00,入場料,1200
2021-04-02,12:00:00,イベント,800
2021-04-02,12:00:00,カフェ,3200
2021-04-02,12:00:00,入場料,3600
2021-04-02,13:00:00,イベント,1800
2021-04-02,13:00:00,カフェ,7200
2021-04-02,13:00:00,入場料,11400
2021-04-02,13:00:00,茶道,500
2021-04-02,14:00:00,イベント,600
2021-04-02,14:00:00,カフェ,2400
2021-04-02,14:00:00,入場料,5400
2021-04-02,15:00:00,イベント,31800
2021-04-02,15:00:00,カフェ,7200
2021-04-02,15:00:00,入場料,5400
2021-04-02,15:00:00,物販,900
2021-04-02,16:00:00,イベント,1000
2021-04-02,16:00:00,カフェ,4000
2021-04-02,16:00:00,入場料,5400
2021-04-02,16:00:00,物販,300
2021-04-02,17:00:00,入場料,0
2021-04-02,18:00:00,イベント,3600
2021-04-02,18:00:00,カフェ,14400
2021-04-02,18:00:00,入場料,29500
2021-04-02,18:00:00,茶道,10000
2021-04-03,09:00:00,イベント,200
2021-04-03,09:00:00,カフェ,800
2021-04-03,09:00:00,入場料,2400
2021-04-03,09:00:00,茶道,2000
2021-04-03,10:00:00,イベント,200
2021-04-03,10:00:00,カフェ,800
2021-04-03,10:00:00,入場料,3600
2021-04-03,10:00:00,物販,600
2021-04-03,11:00:00,イベント,400
2021-04-03,11:00:00,カフェ,1600
2021-04-03,11:00:00,入場料,13200
2021-04-03,11:00:00,物販,300
2021-04-03,12:00:00,イベント,600
2021-04-03,12:00:00,カフェ,2400
2021-04-03,12:00:00,入場料,4800
2021-04-03,12:00:00,物販,300
2021-04-03,13:00:00,イベント,400
2021-04-03,13:00:00,カフェ,1600
2021-04-03,13:00:00,入場料,4800
2021-04-03,14:00:00,イベント,600
2021-04-03,14:00:00,カフェ,2400
2021-04-03,14:00:00,入場料,8400
2021-04-03,14:00:00,物販,2200
2021-04-03,15:00:00,イベント,400
2021-04-03,15:00:00,カフェ,1600
2021-04-03,15:00:00,入場料,3600
2021-04-03,15:00:00,茶道,12000
2021-04-03,16:00:00,イベント,800
2021-04-03,16:00:00,カフェ,3200
2021-04-03,16:00:00,入場料,13400
2021-04-03,17:00:00,カフェ,0
2021-04-03,18:00:00,イベント,20900
2021-04-03,18:00:00,カフェ,51200
2021-04-03,18:00:00,入場料,58700
2021-04-03,18:00:00,物販,2400
2021-04-03,18:00:00,茶道,10000
2021-04-03,19:00:00,イベント,2000
2021-04-03,19:00:00,カフェ,8000
2021-04-04,09:00:00,イベント,400
2021-04-04,09:00:00,カフェ,1600
2021-04-04,09:00:00,入場料,2400
2021-04-04,10:00:00,イベント,600
2021-04-04,10:00:00,カフェ,2400
2021-04-04,10:00:00,入場料,3600
2021-04-04,10:00:00,物販,300
2021-04-04,11:00:00,イベント,600
2021-04-04,11:00:00,カフェ,2400
2021-04-04,11:00:00,入場料,2400
2021-04-04,11:00:00,茶道,20000
2021-04-04,12:00:00,イベント,400
2021-04-04,12:00:00,カフェ,1600
2021-04-04,12:00:00,入場料,12800
2021-04-04,13:00:00,イベント,800
2021-04-04,13:00:00,カフェ,3200
2021-04-04,13:00:00,入場料,6600
2021-04-04,14:00:00,イベント,24300
2021-04-04,14:00:00,カフェ,0
2021-04-04,14:00:00,入場料,1200
2021-04-04,14:00:00,物販,600
2021-04-04,15:00:00,イベント,8900
2021-04-04,15:00:00,カフェ,3200
2021-04-04,15:00:00,入場料,2400
2021-04-04,16:00:00,イベント,200
2021-04-04,16:00:00,カフェ,800
2021-04-04,16:00:00,入場料,0
2021-04-04,18:00:00,イベント,7000
2021-04-04,18:00:00,カフェ,28000
2021-04-04,18:00:00,入場料,28300
2021-04-04,18:00:00,物販,600
2021-04-05,09:00:00,カフェ,0
2021-04-05,09:00:00,入場料,2400
2021-04-05,10:00:00,イベント,1000
2021-04-05,10:00:00,カフェ,4000
2021-04-05,10:00:00,入場料,3000
2021-04-05,11:00:00,イベント,1000
2021-04-05,11:00:00,カフェ,4000
2021-04-05,11:00:00,入場料,7200
2021-04-05,12:00:00,カフェ,0
2021-04-05,12:00:00,入場料,1800
2021-04-05,13:00:00,イベント,200
2021-04-05,13:00:00,カフェ,800
2021-04-05,13:00:00,入場料,2400
2021-04-05,14:00:00,イベント,400
2021-04-05,14:00:00,カフェ,1600
2021-04-05,14:00:00,入場料,1200
2021-04-05,15:00:00,カフェ,0
2021-04-05,16:00:00,入場料,600
2021-04-05,17:00:00,イベント,2600
2021-04-05,17:00:00,カフェ,10400
2021-04-05,17:00:00,入場料,24400
2021-04-06,09:00:00,カフェ,0
2021-04-06,09:00:00,入場料,0
2021-04-06,09:00:00,物販,10000
2021-04-06,10:00:00,入場料,4400
2021-04-06,11:00:00,イベント,400
2021-04-06,11:00:00,カフェ,1600
